Constituent,Site Code,Constituent Abbrev,Visit Datetime,E coli bacteria,Latitude,Longitude,Result
Escherichia coli,SL1,Ecoli,8/12/2015 8:04:05 AM,All Okay,45.353788,-68.5614,7
Escherichia coli,LE2,Ecoli,8/6/2014 7:42:16 AM,All Okay,45.375735,-68.512755,11
Escherichia coli,LI1,Ecoli,8/6/2014 8:15:34 AM,All Okay,45.385845,-68.503031,11
Escherichia coli,WB1,Ecoli,8/20/2015 7:34:33 AM,All Okay,45.607523,-68.537483,11
Escherichia coli,WB1,Ecoli,8/20/2015 7:34:33 AM,All Okay,45.607523,-68.537483,8
Escherichia coli,WB1,Ecoli,8/20/2015 7:34:33 AM,All Okay,45.607523,-68.537483,6
Escherichia coli,OT2,Ecoli,7/13/2017 7:58:24 AM,All Okay,44.972751,-68.683484,6
Escherichia coli,LE2,Ecoli,8/12/2015 8:27:42 AM,All Okay,45.375735,-68.512755,69
Escherichia coli,LT1,Ecoli,8/12/2015 8:50:05 AM,All Okay,45.375674,-68.508365,184
Escherichia coli,LT1,Ecoli,8/6/2014 8:01:30 AM,All Okay,45.375674,-68.508365,31
Escherichia coli,CH1,Ecoli,8/12/2015 10:16:57 AM,All Okay,45.432336,-68.459557,48
Escherichia coli,NL1,Ecoli,8/12/2015 9:10:46 AM,All Okay,45.391949,-68.497581,62
Escherichia coli,OT1,Ecoli,7/13/2017 7:38:17 AM,All Okay,44.956496,-68.667402,12
Escherichia coli,OT1,Ecoli,7/13/2017 7:38:17 AM,All Okay,44.956496,-68.667402,15
Escherichia coli,OT1,Ecoli,7/13/2017 7:38:17 AM,All Okay,44.956496,-68.667402,18
Escherichia coli,DC1,Ecoli,7/13/2017 9:30:33 AM,All Okay,45.639131,-68.66788,24
Escherichia coli,EB1,Ecoli,8/20/2015 7:18:47 AM,All Okay,45.617759,-68.538699,16
Escherichia coli,MS1,Ecoli,8/20/2015 7:46:47 AM,All Okay,45.601208,-68.523167,10
Escherichia coli,DC1,Ecoli,8/6/2014 7:35:25 AM,All Okay,45.639131,-68.66788,93
Escherichia coli,EBU3,Ecoli,8/12/2015 8:42:51 AM,All Okay,45.688846,-68.581972,23
Escherichia coli,WD3,Ecoli,8/12/2015 9:07:15 AM,All Okay,45.569353,-68.405289,7
Escherichia coli,MS1,Ecoli,9/14/2016 11:09:24 AM,All Okay,45.601208,-68.523167,9
Escherichia coli,EBU1,Ecoli,8/20/2015 10:05:47 AM,All Okay,45.860896,-68.623325,36
Escherichia coli,EBU1,Ecoli,8/31/2017 11:50:35 AM,All Okay,45.860896,-68.623325,29
Escherichia coli,PA4,Ecoli,7/15/2015 10:22:20 AM,All Okay,45.185976,-68.618204,8
Escherichia coli,EBU4,Ecoli,8/12/2015 9:36:11 AM,All Okay,45.639818,-68.546368,30
Escherichia coli,GB2,Ecoli,6/29/2016 11:06:13 AM,All Okay,45.047625,-68.661691,20
Escherichia coli,WE2,Ecoli,7/10/2014 7:55:00 AM,All Okay,45.254514,-68.648299,10
Escherichia coli,WE3,Ecoli,7/10/2014 7:18:25 AM,All Okay,45.255531,-68.64456,24
Escherichia coli,WE1,Ecoli,7/10/2014 7:34:49 AM,All Okay,45.274224,-68.642262,21
Escherichia coli,WD1,Ecoli,7/10/2014 9:52:52 AM,All Okay,45.574202,-68.414119,20
Escherichia coli,DP1,Ecoli,8/21/2013 11:24:36 AM,All Okay,45.646109,-68.628216,16
Escherichia coli,DP3,Ecoli,8/21/2013 12:46:47 PM,All Okay,45.634609,-68.610066,2
Escherichia coli,DP3,Ecoli,8/21/2013 12:46:47 PM,All Okay,45.634609,-68.610066,5
Escherichia coli,DP3,Ecoli,8/21/2013 12:46:47 PM,All Okay,45.634609,-68.610066,6
Escherichia coli,WD2,Ecoli,7/10/2014 10:14:07 AM,All Okay,45.572692,-68.416241,14
Escherichia coli,DP2,Ecoli,8/21/2013 11:56:06 AM,All Okay,45.657773,-68.621515,1
Escherichia coli,DP1,Ecoli,7/9/2014 7:53:44 AM,All Okay,45.646109,-68.628216,46
Escherichia coli,DP2,Ecoli,7/9/2014 8:11:59 AM,All Okay,45.657773,-68.621515,4
Escherichia coli,DP2,Ecoli,8/1/2013 8:32:23 AM,All Okay,45.657773,-68.621515,3
Escherichia coli,GF1,Ecoli,7/2/2014 7:39:09 AM,All Okay,44.952988,-68.693571,4
Escherichia coli,DP1,Ecoli,8/1/2013 7:56:36 AM,All Okay,45.646109,-68.628216,36
Escherichia coli,MI3,Ecoli,8/1/2013 9:25:26 AM,All Okay,45.608915,-68.546691,17
Escherichia coli,MI2,Ecoli,8/1/2013 9:39:44 AM,All Okay,45.608244,-68.547595,23
Escherichia coli,MI1,Ecoli,8/1/2013 9:51:23 AM,All Okay,45.615891,-68.561922,20
Escherichia coli,DP3,Ecoli,8/1/2013 8:10:29 AM,All Okay,45.634609,-68.610066,10
Escherichia coli,DP3,Ecoli,8/1/2013 8:10:29 AM,All Okay,45.634609,-68.610066,10
Escherichia coli,DP3,Ecoli,8/1/2013 8:10:29 AM,All Okay,45.634609,-68.610066,12
Escherichia coli,DP3,Ecoli,7/24/2013 1:08:05 PM,All Okay,45.634609,-68.610066,32
Escherichia coli,MD1,Ecoli,7/11/2013 6:50:10 AM,All Okay,44.943723,-68.649459,7
Escherichia coli,MD1,Ecoli,8/14/2013 6:31:50 AM,All Okay,44.943723,-68.649459,16
Escherichia coli,GF1,Ecoli,8/14/2013 7:51:16 AM,All Okay,44.952988,-68.693571,13
Escherichia coli,GF1,Ecoli,8/14/2013 7:51:16 AM,All Okay,44.952988,-68.693571,8
Escherichia coli,GF1,Ecoli,8/14/2013 7:51:16 AM,All Okay,44.952988,-68.693571,17
Escherichia coli,MD2,Ecoli,7/11/2013 7:01:21 AM,All Okay,44.940792,-68.650737,7
Escherichia coli,GF2,Ecoli,8/14/2013 7:40:15 AM,All Okay,44.953207,-68.694878,25
Escherichia coli,MD2,Ecoli,8/14/2013 6:44:18 AM,All Okay,44.940792,-68.650737,12
Escherichia coli,WD1,Ecoli,7/10/2013 7:31:25 AM,All Okay,45.574202,-68.414119,9
Escherichia coli,GF2,Ecoli,7/11/2013 7:58:28 AM,All Okay,44.953207,-68.694878,8
Escherichia coli,GF1,Ecoli,7/11/2013 8:09:18 AM,All Okay,44.952988,-68.693571,11
Escherichia coli,GF2,Ecoli,7/2/2014 7:49:57 AM,All Okay,44.953207,-68.694878,4
Escherichia coli,MD1,Ecoli,7/2/2014 6:17:31 AM,All Okay,44.943723,-68.649459,8
Escherichia coli,MD2,Ecoli,7/2/2014 6:33:51 AM,All Okay,44.940792,-68.650737,3
Escherichia coli,MD2,Ecoli,7/2/2014 6:33:51 AM,All Okay,44.940792,-68.650737,4
Escherichia coli,MD2,Ecoli,7/2/2014 6:33:51 AM,All Okay,44.940792,-68.650737,3
Escherichia coli,WE3,Ecoli,6/27/2013 6:35:37 AM,All Okay,45.255531,-68.64456,36
Escherichia coli,WE1,Ecoli,6/27/2013 7:09:49 AM,All Okay,45.274224,-68.642262,13
Escherichia coli,WE2,Ecoli,6/27/2013 7:25:57 AM,All Okay,45.254514,-68.648299,12
Escherichia coli,WE3,Ecoli,8/8/2013 7:24:25 AM,All Okay,45.255531,-68.64456,12
Escherichia coli,MI3,Ecoli,7/10/2013 7:47:09 AM,All Okay,45.608915,-68.546691,12
Escherichia coli,DP3,Ecoli,7/10/2013 10:25:05 AM,All Okay,45.634609,-68.610066,10
Escherichia coli,DP3,Ecoli,7/10/2013 10:25:05 AM,All Okay,45.634609,-68.610066,4
Escherichia coli,DP3,Ecoli,7/10/2013 10:25:05 AM,All Okay,45.634609,-68.610066,11
Escherichia coli,WD2,Ecoli,7/10/2013 7:08:28 AM,All Okay,45.572692,-68.416241,2
Escherichia coli,DP2,Ecoli,7/10/2013 9:43:24 AM,All Okay,45.657773,-68.621515,7
Escherichia coli,WE2,Ecoli,8/8/2013 7:40:53 AM,All Okay,45.254514,-68.648299,18
Escherichia coli,WE1,Ecoli,8/8/2013 7:07:58 AM,All Okay,45.274224,-68.642262,6
Escherichia coli,WE1,Ecoli,8/8/2013 7:07:58 AM,All Okay,45.274224,-68.642262,8
Escherichia coli,WE1,Ecoli,8/8/2013 7:07:58 AM,All Okay,45.274224,-68.642262,8
Escherichia coli,GF2,Ecoli,9/24/2015 9:26:26 AM,All Okay,44.953207,-68.694878,7
Escherichia coli,WD1,Ecoli,9/23/2015 12:05:47 PM,All Okay,45.574202,-68.414119,3
Escherichia coli,WD1,Ecoli,8/31/2017 8:43:53 AM,All Okay,45.574202,-68.414119,2
Escherichia coli,WD1,Ecoli,9/14/2017 9:49:55 AM,All Okay,45.574202,-68.414119,3
Escherichia coli,GF2,Ecoli,9/24/2014 10:56:48 AM,All Okay,44.953207,-68.694878,23
Escherichia coli,GF1,Ecoli,9/24/2014 11:07:01 AM,All Okay,44.952988,-68.693571,19
Escherichia coli,GF2,Ecoli,6/22/2017 9:24:09 AM,All Okay,44.953207,-68.694878,36
Escherichia coli,GF2,Ecoli,8/31/2017 10:10:04 AM,All Okay,44.953207,-68.694878,21
Escherichia coli,GF2,Ecoli,9/13/2017 9:27:37 AM,All Okay,44.953207,-68.694878,12
Escherichia coli,GF1,Ecoli,9/13/2017 9:37:18 AM,All Okay,44.952988,-68.693571,12
Escherichia coli,MD1,Ecoli,9/13/2017 8:14:29 AM,All Okay,44.943723,-68.649459,8
Escherichia coli,MD2,Ecoli,9/13/2017 8:24:27 AM,All Okay,44.940792,-68.650737,5
Escherichia coli,MD2,Ecoli,7/23/2014 8:25:44 AM,All Okay,44.940792,-68.650737,7
Escherichia coli,MD1,Ecoli,9/24/2014 9:31:31 AM,All Okay,44.943723,-68.649459,17
Escherichia coli,MD2,Ecoli,9/24/2014 9:44:34 AM,All Okay,44.940792,-68.650737,10
Escherichia coli,WE3,Ecoli,8/16/2017 8:12:35 AM,All Okay,45.255531,-68.64456,20
Escherichia coli,WE1,Ecoli,8/16/2017 8:35:05 AM,All Okay,45.274224,-68.642262,11
Escherichia coli,DP1,Ecoli,6/18/2015 7:45:37 AM,All Okay,45.646109,-68.628216,11
Escherichia coli,DP2,Ecoli,6/18/2015 8:04:08 AM,All Okay,45.657773,-68.621515,1
Escherichia coli,DP3,Ecoli,6/18/2015 8:30:44 AM,All Okay,45.634609,-68.610066,3
Escherichia coli,DP2,Ecoli,8/10/2016 8:21:25 AM,All Okay,45.657773,-68.621515,2
Escherichia coli,MI3,Ecoli,7/26/2017 9:16:12 AM,All Okay,45.608915,-68.546691,25
Escherichia coli,MI1,Ecoli,7/26/2017 9:40:28 AM,All Okay,45.615891,-68.561922,26
Escherichia coli,DP3,Ecoli,8/10/2016 7:47:57 AM,All Okay,45.634609,-68.610066,3
Escherichia coli,DP3,Ecoli,8/10/2016 7:47:57 AM,All Okay,45.634609,-68.610066,2
Escherichia coli,DP3,Ecoli,8/10/2016 7:47:57 AM,All Okay,45.634609,-68.610066,5
Escherichia coli,WD2,Ecoli,9/14/2017 9:35:34 AM,All Okay,45.572692,-68.416241,3
Escherichia coli,WD2,Ecoli,9/23/2015 11:36:38 AM,All Okay,45.572692,-68.416241,5
Escherichia coli,WD2,Ecoli,9/23/2015 11:36:38 AM,All Okay,45.572692,-68.416241,3
Escherichia coli,WD2,Ecoli,9/23/2015 11:36:38 AM,All Okay,45.572692,-68.416241,5
Escherichia coli,WD1,Ecoli,8/7/2014 7:44:31 AM,All Okay,45.574202,-68.414119,3
Escherichia coli,WD1,Ecoli,7/9/2015 8:40:54 AM,All Okay,45.574202,-68.414119,2
Escherichia coli,WD1,Ecoli,8/3/2016 10:31:58 AM,All Okay,45.574202,-68.414119,1
Escherichia coli,WD1,Ecoli,8/24/2016 11:22:31 AM,All Okay,45.574202,-68.414119,2
Escherichia coli,GF1,Ecoli,8/4/2016 10:07:21 AM,All Okay,44.952988,-68.693571,6
Escherichia coli,GF2,Ecoli,8/4/2016 10:15:52 AM,All Okay,44.953207,-68.694878,13
Escherichia coli,GF1,Ecoli,6/22/2017 9:36:28 AM,All Okay,44.952988,-68.693571,28
Escherichia coli,MD1,Ecoli,8/4/2016 9:03:35 AM,All Okay,44.943723,-68.649459,6
Escherichia coli,MD2,Ecoli,8/4/2016 9:19:39 AM,All Okay,44.940792,-68.650737,4
Escherichia coli,GF1,Ecoli,7/23/2014 9:18:37 AM,All Okay,44.952988,-68.693571,9
Escherichia coli,GF2,Ecoli,7/23/2014 9:27:02 AM,All Okay,44.953207,-68.694878,6
Escherichia coli,MD1,Ecoli,7/23/2014 8:08:51 AM,All Okay,44.943723,-68.649459,13
Escherichia coli,GF1,Ecoli,6/17/2015 8:48:29 AM,All Okay,44.952988,-68.693571,5
Escherichia coli,GF2,Ecoli,6/17/2015 8:58:40 AM,All Okay,44.953207,-68.694878,12
Escherichia coli,GF2,Ecoli,7/16/2015 7:39:51 AM,All Okay,44.953207,-68.694878,15
Escherichia coli,GF1,Ecoli,7/16/2015 7:51:17 AM,All Okay,44.952988,-68.693571,10
Escherichia coli,GF1,Ecoli,8/13/2015 10:37:21 AM,All Okay,44.952988,-68.693571,89
Escherichia coli,GF2,Ecoli,8/13/2015 10:48:55 AM,All Okay,44.953207,-68.694878,81
Escherichia coli,GF1,Ecoli,9/24/2015 9:34:33 AM,All Okay,44.952988,-68.693571,9
Escherichia coli,MD1,Ecoli,6/17/2015 7:30:40 AM,All Okay,44.943723,-68.649459,10
Escherichia coli,MD2,Ecoli,7/16/2015 6:41:47 AM,All Okay,44.940792,-68.650737,12
Escherichia coli,MD1,Ecoli,8/13/2015 8:56:21 AM,All Okay,44.943723,-68.649459,25
Escherichia coli,MD2,Ecoli,8/13/2015 9:10:22 AM,All Okay,44.940792,-68.650737,25
Escherichia coli,MD1,Ecoli,9/10/2015 7:25:06 AM,All Okay,44.943723,-68.649459,7
Escherichia coli,MD2,Ecoli,9/10/2015 7:36:27 AM,All Okay,44.940792,-68.650737,8
Escherichia coli,MD1,Ecoli,9/24/2015 8:19:15 AM,All Okay,44.943723,-68.649459,6
Escherichia coli,MD2,Ecoli,9/24/2015 8:34:04 AM,All Okay,44.940792,-68.650737,6
Escherichia coli,MD1,Ecoli,9/21/2017 1:08:44 PM,All Okay,44.943723,-68.649459,7
Escherichia coli,MD2,Ecoli,6/17/2015 7:46:12 AM,All Okay,44.940792,-68.650737,15
Escherichia coli,MD1,Ecoli,7/16/2015 6:25:46 AM,All Okay,44.943723,-68.649459,5
Escherichia coli,MD2,Ecoli,6/17/2015 7:46:12 AM,All Okay,44.940792,-68.650737,7
Escherichia coli,MD2,Ecoli,6/17/2015 7:46:12 AM,All Okay,44.940792,-68.650737,5
Escherichia coli,MD1,Ecoli,7/16/2015 6:25:46 AM,All Okay,44.943723,-68.649459,13
Escherichia coli,MD1,Ecoli,7/16/2015 6:25:46 AM,All Okay,44.943723,-68.649459,5
Escherichia coli,WE3,Ecoli,8/6/2015 7:08:18 AM,All Okay,45.255531,-68.64456,16
Escherichia coli,WE2,Ecoli,8/6/2015 7:24:07 AM,All Okay,45.254514,-68.648299,12
Escherichia coli,WE2,Ecoli,8/16/2017 8:56:47 AM,All Okay,45.254514,-68.648299,17
Escherichia coli,DP3,Ecoli,9/17/2014 9:35:37 AM,All Okay,45.634609,-68.610066,3
Escherichia coli,MI1,Ecoli,9/17/2014 11:11:17 AM,All Okay,45.615891,-68.561922,9
Escherichia coli,MI2,Ecoli,9/17/2014 11:52:15 AM,All Okay,45.608244,-68.547595,6
Escherichia coli,MI3,Ecoli,9/17/2014 12:01:51 PM,All Okay,45.608915,-68.546691,4
Escherichia coli,MI3,Ecoli,7/20/2016 10:44:17 AM,All Okay,45.608915,-68.546691,12
Escherichia coli,MI2,Ecoli,6/18/2015 9:43:02 AM,All Okay,45.608244,-68.547595,3
Escherichia coli,MI1,Ecoli,6/18/2015 9:57:52 AM,All Okay,45.615891,-68.561922,8
Escherichia coli,MI3,Ecoli,8/13/2015 10:06:53 AM,All Okay,45.608915,-68.546691,10
Escherichia coli,MI2,Ecoli,8/13/2015 10:15:20 AM,All Okay,45.608244,-68.547595,13
Escherichia coli,MI1,Ecoli,8/13/2015 10:26:17 AM,All Okay,45.615891,-68.561922,8
Escherichia coli,DP1,Ecoli,8/10/2016 8:54:04 AM,All Okay,45.646109,-68.628216,1
Escherichia coli,MI2,Ecoli,7/26/2017 9:26:11 AM,All Okay,45.608244,-68.547595,14
Escherichia coli,DP2,Ecoli,9/13/2017 8:39:02 AM,All Okay,45.657773,-68.621515,3
Escherichia coli,DP1,Ecoli,9/13/2017 9:40:34 AM,All Okay,45.646109,-68.628216,12
Escherichia coli,MI1,Ecoli,9/13/2017 11:17:08 AM,All Okay,45.615891,-68.561922,7
Escherichia coli,MI2,Ecoli,9/13/2017 11:33:11 AM,All Okay,45.608244,-68.547595,5
Escherichia coli,MI3,Ecoli,9/13/2017 11:45:51 AM,All Okay,45.608915,-68.546691,10
Escherichia coli,MI3,Ecoli,6/18/2015 9:21:29 AM,All Okay,45.608915,-68.546691,4
Escherichia coli,MI3,Ecoli,6/18/2015 9:21:29 AM,All Okay,45.608915,-68.546691,11
Escherichia coli,MI3,Ecoli,6/18/2015 9:21:29 AM,All Okay,45.608915,-68.546691,4
Escherichia coli,WD2,Ecoli,8/7/2014 7:30:03 AM,All Okay,45.572692,-68.416241,2
Escherichia coli,WD2,Ecoli,7/9/2015 8:25:44 AM,All Okay,45.572692,-68.416241,3
Escherichia coli,WD2,Ecoli,8/3/2016 10:55:35 AM,All Okay,45.572692,-68.416241,1
Escherichia coli,WD2,Ecoli,8/24/2016 11:39:58 AM,All Okay,45.572692,-68.416241,2
Escherichia coli,WE1,Ecoli,8/6/2015 6:53:09 AM,All Okay,45.274224,-68.642262,6
Escherichia coli,WE1,Ecoli,9/17/2015 7:50:14 AM,All Okay,45.274224,-68.642262,12
Escherichia coli,WE2,Ecoli,9/17/2015 8:02:34 AM,All Okay,45.254514,-68.648299,14
Escherichia coli,MI2,Ecoli,7/20/2016 10:29:40 AM,All Okay,45.608244,-68.547595,16
Escherichia coli,GF2,Ecoli,9/21/2017 11:33:12 AM,All Okay,44.953207,-68.694878,10
Escherichia coli,GF1,Ecoli,9/21/2017 11:45:32 AM,All Okay,44.952988,-68.693571,13
Escherichia coli,MD2,Ecoli,9/21/2017 12:52:22 PM,All Okay,44.940792,-68.650737,14
Escherichia coli,DP2,Ecoli,8/28/2014 8:19:21 AM,All Okay,45.657773,-68.621515,4
Escherichia coli,DP3,Ecoli,8/28/2014 9:17:07 AM,All Okay,45.634609,-68.610066,10
Escherichia coli,DP2,Ecoli,9/17/2014 9:00:03 AM,All Okay,45.657773,-68.621515,1
Escherichia coli,DP3,Ecoli,8/13/2015 9:15:03 AM,All Okay,45.634609,-68.610066,5
Escherichia coli,MI2,Ecoli,8/23/2017 1:02:33 PM,All Okay,45.608244,-68.547595,15
Escherichia coli,MI3,Ecoli,8/23/2017 1:21:32 PM,All Okay,45.608915,-68.546691,19
Escherichia coli,DP3,Ecoli,9/13/2017 9:10:08 AM,All Okay,45.634609,-68.610066,5
Escherichia coli,DP3,Ecoli,9/13/2017 9:10:08 AM,All Okay,45.634609,-68.610066,4
Escherichia coli,DP3,Ecoli,9/13/2017 9:10:08 AM,All Okay,45.634609,-68.610066,6
Escherichia coli,WD2,Ecoli,6/22/2017 7:53:37 AM,All Okay,45.572692,-68.416241,36
Escherichia coli,WD2,Ecoli,6/22/2017 7:53:37 AM,All Okay,45.572692,-68.416241,24
Escherichia coli,WD2,Ecoli,6/22/2017 7:53:37 AM,All Okay,45.572692,-68.416241,20
Escherichia coli,WD1,Ecoli,6/25/2015 8:59:41 AM,All Okay,45.574202,-68.414119,14
Escherichia coli,WD1,Ecoli,6/22/2017 8:11:02 AM,All Okay,45.574202,-68.414119,32
Escherichia coli,DP2,Ecoli,7/22/2015 7:55:57 AM,All Okay,45.657773,-68.621515,1
Escherichia coli,DP1,Ecoli,8/13/2015 8:21:34 AM,All Okay,45.646109,-68.628216,14
Escherichia coli,DP2,Ecoli,8/13/2015 8:41:41 AM,All Okay,45.657773,-68.621515,5
Escherichia coli,MI1,Ecoli,8/23/2017 12:45:14 PM,All Okay,45.615891,-68.561922,10
Escherichia coli,DP2,Ecoli,7/20/2016 8:45:07 AM,All Okay,45.657773,-68.621515,3
Escherichia coli,DP2,Ecoli,7/20/2016 8:45:07 AM,All Okay,45.657773,-68.621515,1
Escherichia coli,DP2,Ecoli,7/20/2016 8:45:07 AM,All Okay,45.657773,-68.621515,3
Escherichia coli,GF2,Ecoli,8/27/2014 7:38:10 AM,All Okay,44.953207,-68.694878,13
Escherichia coli,GF1,Ecoli,9/10/2015 8:38:17 AM,All Okay,44.952988,-68.693571,8
Escherichia coli,GF2,Ecoli,9/10/2015 8:24:56 AM,All Okay,44.953207,-68.694878,8
Escherichia coli,GF2,Ecoli,9/10/2015 8:24:56 AM,All Okay,44.953207,-68.694878,17
Escherichia coli,GF2,Ecoli,9/10/2015 8:24:56 AM,All Okay,44.953207,-68.694878,10
Escherichia coli,WE2,Ecoli,6/18/2015 9:01:08 AM,All Okay,45.254514,-68.648299,10
Escherichia coli,WE1,Ecoli,6/29/2017 6:55:52 AM,All Okay,45.274224,-68.642262,23
Escherichia coli,WE2,Ecoli,6/29/2017 7:06:57 AM,All Okay,45.254514,-68.648299,30
Escherichia coli,WE1,Ecoli,9/15/2016 8:05:55 AM,All Okay,45.274224,-68.642262,8
Escherichia coli,WD1,Ecoli,7/30/2014 10:51:44 AM,All Okay,45.574202,-68.414119,8
Escherichia coli,WD1,Ecoli,7/20/2017 11:11:18 AM,All Okay,45.574202,-68.414119,6
Escherichia coli,MD2,Ecoli,6/22/2017 10:39:24 AM,All Okay,44.940792,-68.650737,30
Escherichia coli,MD1,Ecoli,6/22/2017 10:50:57 AM,All Okay,44.943723,-68.649459,33
Escherichia coli,GF1,Ecoli,8/31/2017 10:23:27 AM,All Okay,44.952988,-68.693571,40
Escherichia coli,MD1,Ecoli,8/27/2014 6:29:34 AM,All Okay,44.943723,-68.649459,8
Escherichia coli,MD2,Ecoli,8/27/2014 6:41:05 AM,All Okay,44.940792,-68.650737,10
Escherichia coli,GF2,Ecoli,9/20/2016 10:37:56 AM,All Okay,44.953207,-68.694878,2
Escherichia coli,GF1,Ecoli,9/20/2016 10:44:06 AM,All Okay,44.952988,-68.693571,10
Escherichia coli,GF1,Ecoli,8/27/2014 7:50:26 AM,All Okay,44.952988,-68.693571,22
Escherichia coli,GF1,Ecoli,8/27/2014 7:50:26 AM,All Okay,44.952988,-68.693571,29
Escherichia coli,GF1,Ecoli,8/27/2014 7:50:26 AM,All Okay,44.952988,-68.693571,11
Escherichia coli,WE1,Ecoli,6/18/2015 8:25:46 AM,All Okay,45.274224,-68.642262,5
Escherichia coli,WE3,Ecoli,6/18/2015 8:46:14 AM,All Okay,45.255531,-68.64456,4
Escherichia coli,WE2,Ecoli,8/21/2014 6:53:42 AM,All Okay,45.254514,-68.648299,24
Escherichia coli,WE1,Ecoli,9/18/2014 10:26:05 AM,All Okay,45.274224,-68.642262,6
Escherichia coli,WE2,Ecoli,9/18/2014 10:53:04 AM,All Okay,45.254514,-68.648299,9
Escherichia coli,WE3,Ecoli,9/17/2015 7:37:20 AM,All Okay,45.255531,-68.64456,21
Escherichia coli,WE2,Ecoli,9/15/2016 7:39:06 AM,All Okay,45.254514,-68.648299,12
Escherichia coli,WE3,Ecoli,9/15/2016 7:53:28 AM,All Okay,45.255531,-68.64456,13
Escherichia coli,MI1,Ecoli,7/20/2016 11:00:40 AM,All Okay,45.615891,-68.561922,25
Escherichia coli,MI3,Ecoli,7/22/2015 9:44:30 AM,All Okay,45.608915,-68.546691,17
Escherichia coli,MI2,Ecoli,7/22/2015 9:57:14 AM,All Okay,45.608244,-68.547595,13
Escherichia coli,DP3,Ecoli,9/7/2016 8:38:55 AM,All Okay,45.634609,-68.610066,5
Escherichia coli,DP2,Ecoli,6/15/2017 8:02:23 AM,All Okay,45.657773,-68.621515,1
Escherichia coli,DP3,Ecoli,6/15/2017 8:34:16 AM,All Okay,45.634609,-68.610066,5
Escherichia coli,DP1,Ecoli,6/15/2017 8:54:36 AM,All Okay,45.646109,-68.628216,3
Escherichia coli,MI1,Ecoli,8/10/2016 10:29:33 AM,All Okay,45.615891,-68.561922,10
Escherichia coli,MI2,Ecoli,8/10/2016 10:39:52 AM,All Okay,45.608244,-68.547595,5
Escherichia coli,MI3,Ecoli,8/10/2016 10:51:16 AM,All Okay,45.608915,-68.546691,4
Escherichia coli,MI1,Ecoli,9/7/2016 10:31:32 AM,All Okay,45.615891,-68.561922,7
Escherichia coli,MI2,Ecoli,9/7/2016 10:41:05 AM,All Okay,45.608244,-68.547595,4
Escherichia coli,MI3,Ecoli,9/7/2016 10:51:37 AM,All Okay,45.608915,-68.546691,6
Escherichia coli,MI2,Ecoli,6/15/2017 10:35:51 AM,All Okay,45.608244,-68.547595,4
Escherichia coli,MI3,Ecoli,6/15/2017 10:49:57 AM,All Okay,45.608915,-68.546691,3
Escherichia coli,MI1,Ecoli,7/22/2015 10:11:48 AM,All Okay,45.615891,-68.561922,10
Escherichia coli,MI1,Ecoli,6/15/2017 9:56:32 AM,All Okay,45.615891,-68.561922,6
Escherichia coli,MI1,Ecoli,7/22/2015 10:11:48 AM,All Okay,45.615891,-68.561922,16
Escherichia coli,MI1,Ecoli,7/22/2015 10:11:48 AM,All Okay,45.615891,-68.561922,24
Escherichia coli,MI1,Ecoli,6/15/2017 9:56:32 AM,All Okay,45.615891,-68.561922,5
Escherichia coli,MI1,Ecoli,6/15/2017 9:56:32 AM,All Okay,45.615891,-68.561922,1
Escherichia coli,WD2,Ecoli,7/20/2017 10:56:11 AM,All Okay,45.572692,-68.416241,5
Escherichia coli,WD2,Ecoli,7/30/2014 11:12:07 AM,All Okay,45.572692,-68.416241,7
Escherichia coli,WD2,Ecoli,7/30/2014 11:12:07 AM,All Okay,45.572692,-68.416241,10
Escherichia coli,WD2,Ecoli,7/30/2014 11:12:07 AM,All Okay,45.572692,-68.416241,4
Escherichia coli,WE3,Ecoli,8/21/2014 6:38:08 AM,All Okay,45.255531,-68.64456,27
Escherichia coli,WE1,Ecoli,8/21/2014 7:15:44 AM,All Okay,45.274224,-68.642262,3
Escherichia coli,WE1,Ecoli,8/21/2014 7:15:44 AM,All Okay,45.274224,-68.642262,12
Escherichia coli,WE1,Ecoli,8/21/2014 7:15:44 AM,All Okay,45.274224,-68.642262,5
Escherichia coli,DP1,Ecoli,7/22/2015 8:47:55 AM,All Okay,45.646109,-68.628216,22
Escherichia coli,WD1,Ecoli,6/30/2016 9:39:37 AM,All Okay,45.574202,-68.414119,1
Escherichia coli,MD2,Ecoli,8/31/2017 11:41:26 AM,All Okay,44.940792,-68.650737,8
Escherichia coli,MD1,Ecoli,8/31/2017 11:55:40 AM,All Okay,44.943723,-68.649459,15
Escherichia coli,DP3,Ecoli,7/24/2014 9:09:12 AM,All Okay,45.634609,-68.610066,35
Escherichia coli,DP1,Ecoli,7/24/2014 9:35:45 AM,All Okay,45.646109,-68.628216,3
Escherichia coli,DP1,Ecoli,9/7/2016 8:58:54 AM,All Okay,45.646109,-68.628216,7
Escherichia coli,DP2,Ecoli,9/7/2016 8:02:10 AM,All Okay,45.657773,-68.621515,1
Escherichia coli,DP2,Ecoli,9/7/2016 8:02:10 AM,All Okay,45.657773,-68.621515,2
Escherichia coli,DP2,Ecoli,9/7/2016 8:02:10 AM,All Okay,45.657773,-68.621515,2
Escherichia coli,WD2,Ecoli,6/30/2016 9:27:03 AM,All Okay,45.572692,-68.416241,1
Escherichia coli,DP2,Ecoli,7/24/2014 8:38:58 AM,All Okay,45.657773,-68.621515,17
