Constituent,Site Code,Constituent Abbrev,Visit Datetime,E coli bacteria,Latitude,Longitude,Result
Escherichia coli,BPO1,Ecoli,10/4/2017 9:31:01 AM,All Okay,45.2811,-70.593507,1
Escherichia coli,LAS5,Ecoli,10/4/2017 8:34:34 AM,All Okay,45.274099,-70.649225,15
Escherichia coli,LAS1,Ecoli,10/4/2017 9:00:29 AM,All Okay,45.265998,-70.626362,6
Escherichia coli,NBAS9,Ecoli,10/4/2017 10:25:06 AM,All Okay,45.238466,-70.673445,58
Escherichia coli,AS7,Ecoli,10/18/2017 10:20:17 AM,All Okay,45.229851,-70.647701,54
Escherichia coli,LAS5,Ecoli,10/18/2017 11:55:00 AM,All Okay,45.274099,-70.649225,8
Escherichia coli,LAS1,Ecoli,10/18/2017 12:11:32 PM,All Okay,45.265998,-70.626362,4
Escherichia coli,BPO1,Ecoli,10/18/2017 12:28:11 PM,All Okay,45.2811,-70.593507,4
Escherichia coli,NBDR,Ecoli,10/4/2017 7:50:15 AM,All Okay,45.30142,-70.603495,13
Escherichia coli,NBDR,Ecoli,10/18/2017 11:08:28 AM,All Okay,45.30142,-70.603495,16
Escherichia coli,NBDR,Ecoli,10/4/2017 7:50:15 AM,All Okay,45.30142,-70.603495,12
Escherichia coli,NBDR,Ecoli,10/4/2017 7:50:15 AM,All Okay,45.30142,-70.603495,11
Escherichia coli,NBDR,Ecoli,10/18/2017 11:08:28 AM,All Okay,45.30142,-70.603495,5
Escherichia coli,NBDR,Ecoli,10/18/2017 11:08:28 AM,All Okay,45.30142,-70.603495,11
Escherichia coli,NBAS9,Ecoli,10/18/2017 9:58:22 AM,All Okay,45.238466,-70.673445,59
Escherichia coli,AS7,Ecoli,10/4/2017 10:47:43 AM,All Okay,45.229851,-70.647701,46
Escherichia coli,AS7,Ecoli,7/25/2017 10:10:14 AM,All Okay,45.229851,-70.647701,91
Escherichia coli,NBDR,Ecoli,9/20/2017 11:27:40 AM,All Okay,45.30142,-70.603495,18
Escherichia coli,LAS5,Ecoli,9/20/2017 11:48:33 AM,All Okay,45.274099,-70.649225,6
Escherichia coli,BPO1,Ecoli,6/13/2017 9:11:57 AM,All Okay,45.2811,-70.593507,2
Escherichia coli,AS7,Ecoli,6/13/2017 10:21:26 AM,All Okay,45.229851,-70.647701,105
Escherichia coli,LAS1,Ecoli,7/12/2017 9:37:25 AM,All Okay,45.265998,-70.626362,16
Escherichia coli,AS7,Ecoli,7/12/2017 10:50:25 AM,All Okay,45.229851,-70.647701,142
Escherichia coli,LAS5,Ecoli,7/12/2017 9:18:56 AM,All Okay,45.274099,-70.649225,4
Escherichia coli,BPO1,Ecoli,7/12/2017 9:55:08 AM,All Okay,45.2811,-70.593507,3
Escherichia coli,NBAS9,Ecoli,7/12/2017 10:35:26 AM,All Okay,45.238466,-70.673445,23
Escherichia coli,LAS1,Ecoli,9/7/2017 11:37:14 AM,All Okay,45.265998,-70.626362,129
Escherichia coli,NBDR,Ecoli,6/13/2017 7:53:00 AM,All Okay,45.30142,-70.603495,6
Escherichia coli,NBDR,Ecoli,6/13/2017 7:53:00 AM,All Okay,45.30142,-70.603495,4
Escherichia coli,NBDR,Ecoli,6/13/2017 7:53:00 AM,All Okay,45.30142,-70.603495,6
Escherichia coli,LAS5,Ecoli,6/13/2017 8:33:32 AM,All Okay,45.274099,-70.649225,10
Escherichia coli,LAS1,Ecoli,6/13/2017 8:52:47 AM,All Okay,45.265998,-70.626362,28
Escherichia coli,AS7,Ecoli,6/27/2017 10:23:54 AM,All Okay,45.229851,-70.647701,43
Escherichia coli,AS7,Ecoli,8/23/2017 10:42:15 AM,At least 1 Violation,45.229851,-70.647701,1300
Escherichia coli,LAS1,Ecoli,6/27/2017 9:10:29 AM,All Okay,45.265998,-70.626362,13
Escherichia coli,BPO1,Ecoli,6/27/2017 9:27:42 AM,All Okay,45.2811,-70.593507,6
Escherichia coli,NBAS9,Ecoli,6/27/2017 10:08:37 AM,All Okay,45.238466,-70.673445,16
Escherichia coli,LAS1,Ecoli,8/23/2017 12:01:50 PM,All Okay,45.265998,-70.626362,107
Escherichia coli,NBAS9,Ecoli,6/13/2017 10:00:53 AM,All Okay,45.238466,-70.673445,4
Escherichia coli,NBAS9,Ecoli,8/23/2017 10:22:32 AM,At least 1 Violation,45.238466,-70.673445,411
Escherichia coli,LAS5,Ecoli,8/23/2017 11:47:36 AM,All Okay,45.274099,-70.649225,91
Escherichia coli,BPO1,Ecoli,8/23/2017 12:19:56 PM,All Okay,45.2811,-70.593507,179
Escherichia coli,NBDR,Ecoli,8/23/2017 11:25:35 AM,All Okay,45.30142,-70.603495,133
Escherichia coli,NBDR,Ecoli,7/12/2017 8:50:47 AM,All Okay,45.30142,-70.603495,25
Escherichia coli,NBDR,Ecoli,8/23/2017 11:25:35 AM,All Okay,45.30142,-70.603495,101
Escherichia coli,NBDR,Ecoli,8/23/2017 11:25:35 AM,All Okay,45.30142,-70.603495,138
Escherichia coli,NBDR,Ecoli,7/12/2017 8:50:47 AM,All Okay,45.30142,-70.603495,29
Escherichia coli,NBDR,Ecoli,7/12/2017 8:50:47 AM,All Okay,45.30142,-70.603495,26
Escherichia coli,AS7,Ecoli,9/20/2017 10:47:28 AM,All Okay,45.229851,-70.647701,37
Escherichia coli,AS7,Ecoli,8/10/2017 9:44:47 AM,All Okay,45.229851,-70.647701,47
Escherichia coli,LAS5,Ecoli,8/10/2017 11:06:29 AM,All Okay,45.274099,-70.649225,14
Escherichia coli,LAS1,Ecoli,8/10/2017 11:20:23 AM,All Okay,45.265998,-70.626362,7
Escherichia coli,BPO1,Ecoli,8/10/2017 11:35:05 AM,All Okay,45.2811,-70.593507,17
Escherichia coli,AS7,Ecoli,9/7/2017 10:15:06 AM,At least 1 Violation,45.229851,-70.647701,292
Escherichia coli,LAS5,Ecoli,7/25/2017 8:20:38 AM,All Okay,45.274099,-70.649225,16
Escherichia coli,BPO1,Ecoli,7/25/2017 9:01:39 AM,At least 1 Violation,45.2811,-70.593507,411
Escherichia coli,NBAS9,Ecoli,7/25/2017 9:51:18 AM,All Okay,45.238466,-70.673445,50
Escherichia coli,BPO1,Ecoli,9/20/2017 12:20:14 PM,All Okay,45.2811,-70.593507,23
Escherichia coli,NBAS9,Ecoli,8/10/2017 9:26:35 AM,All Okay,45.238466,-70.673445,20
Escherichia coli,LAS5,Ecoli,9/7/2017 11:21:30 AM,All Okay,45.274099,-70.649225,75
Escherichia coli,BPO1,Ecoli,9/7/2017 11:58:24 AM,All Okay,45.2811,-70.593507,126
Escherichia coli,NBDR,Ecoli,8/10/2017 11:51:52 AM,All Okay,45.30142,-70.603495,26
Escherichia coli,NBDR,Ecoli,7/25/2017 7:50:25 AM,All Okay,45.30142,-70.603495,17
Escherichia coli,NBAS9,Ecoli,9/20/2017 10:28:09 AM,All Okay,45.238466,-70.673445,61
Escherichia coli,NBDR,Ecoli,8/10/2017 11:51:52 AM,All Okay,45.30142,-70.603495,38
Escherichia coli,NBDR,Ecoli,8/10/2017 11:51:52 AM,All Okay,45.30142,-70.603495,38
Escherichia coli,NBDR,Ecoli,7/25/2017 7:50:25 AM,All Okay,45.30142,-70.603495,28
Escherichia coli,NBDR,Ecoli,7/25/2017 7:50:25 AM,All Okay,45.30142,-70.603495,18
Escherichia coli,NBAS9,Ecoli,9/20/2017 10:28:09 AM,All Okay,45.238466,-70.673445,50
Escherichia coli,NBAS9,Ecoli,9/20/2017 10:28:09 AM,All Okay,45.238466,-70.673445,41
Escherichia coli,LAS1,Ecoli,9/20/2017 12:04:08 PM,All Okay,45.265998,-70.626362,18
Escherichia coli,LAS1,Ecoli,7/25/2017 8:42:35 AM,All Okay,45.265998,-70.626362,11
Escherichia coli,LAS5,Ecoli,6/27/2017 8:52:38 AM,All Okay,45.274099,-70.649225,8
Escherichia coli,NBAS9,Ecoli,9/7/2017 10:01:06 AM,All Okay,45.238466,-70.673445,161
Escherichia coli,NBDR,Ecoli,6/27/2017 8:09:06 AM,All Okay,45.30142,-70.603495,10
Escherichia coli,NBDR,Ecoli,9/7/2017 10:55:06 AM,At least 1 Violation,45.30142,-70.603495,276
Escherichia coli,NBDR,Ecoli,6/27/2017 8:09:06 AM,All Okay,45.30142,-70.603495,8
Escherichia coli,NBDR,Ecoli,6/27/2017 8:09:06 AM,All Okay,45.30142,-70.603495,12
Escherichia coli,NBDR,Ecoli,9/7/2017 10:55:06 AM,All Okay,45.30142,-70.603495,184
Escherichia coli,NBDR,Ecoli,9/7/2017 10:55:06 AM,At least 1 Violation,45.30142,-70.603495,238
Escherichia coli,VZI2,Ecoli,8/23/2012 10:03:10 AM,All Okay,44.856902,-68.676838,3
Escherichia coli,VZI2,Ecoli,6/13/2013 7:13:14 AM,All Okay,44.856902,-68.676838,36
Escherichia coli,VZI2,Ecoli,8/22/2013 12:03:01 PM,All Okay,44.856902,-68.676838,10
Escherichia coli,VZI2,Ecoli,7/2/2014 9:06:58 AM,All Okay,44.856902,-68.676838,10
Escherichia coli,VZI2,Ecoli,7/25/2013 9:12:37 AM,All Okay,44.856902,-68.676838,6
Escherichia coli,VZI2,Ecoli,7/11/2013 9:21:28 AM,All Okay,44.856902,-68.676838,5
Escherichia coli,VZI2,Ecoli,8/8/2013 10:28:06 AM,All Okay,44.856902,-68.676838,13
Escherichia coli,VZI2,Ecoli,6/26/2013 9:31:45 AM,All Okay,44.856902,-68.676838,45
Escherichia coli,VZI2,Ecoli,7/16/2014 7:11:38 AM,All Okay,44.856902,-68.676838,75
Escherichia coli,VZI2,Ecoli,7/23/2015 7:13:12 AM,All Okay,44.856902,-68.676838,11
Escherichia coli,VZI2,Ecoli,8/28/2014 9:01:39 AM,All Okay,44.856902,-68.676838,14
Escherichia coli,VZI2,Ecoli,9/2/2015 9:56:05 AM,All Okay,44.856902,-68.676838,6
Escherichia coli,VZI2,Ecoli,9/10/2014 8:51:04 AM,All Okay,44.856902,-68.676838,17
Escherichia coli,VZI2,Ecoli,10/21/2015 9:43:45 AM,All Okay,44.856902,-68.676838,11
Escherichia coli,VZI2,Ecoli,9/10/2014 8:51:04 AM,All Okay,44.856902,-68.676838,23
Escherichia coli,VZI2,Ecoli,9/10/2014 8:51:04 AM,All Okay,44.856902,-68.676838,16
Escherichia coli,VZI2,Ecoli,10/21/2015 9:43:45 AM,All Okay,44.856902,-68.676838,10
Escherichia coli,VZI2,Ecoli,10/21/2015 9:43:45 AM,All Okay,44.856902,-68.676838,8
Escherichia coli,VZI2,Ecoli,9/23/2014 10:01:27 AM,All Okay,44.856902,-68.676838,11
Escherichia coli,VZI2,Ecoli,9/23/2014 10:01:27 AM,All Okay,44.856902,-68.676838,20
Escherichia coli,VZI2,Ecoli,9/23/2014 10:01:27 AM,All Okay,44.856902,-68.676838,11
Escherichia coli,VZI2,Ecoli,6/10/2015 8:33:50 AM,All Okay,44.856902,-68.676838,8
Escherichia coli,VZI2,Ecoli,9/16/2015 9:42:59 AM,All Okay,44.856902,-68.676838,20
Escherichia coli,VZI2,Ecoli,10/9/2014 9:47:20 AM,All Okay,44.856902,-68.676838,52
Escherichia coli,VZI2,Ecoli,6/24/2015 8:20:06 AM,All Okay,44.856902,-68.676838,40
Escherichia coli,VZI2,Ecoli,6/24/2015 8:20:06 AM,All Okay,44.856902,-68.676838,39
Escherichia coli,VZI2,Ecoli,6/24/2015 8:20:06 AM,All Okay,44.856902,-68.676838,36
Escherichia coli,VZI2,Ecoli,8/5/2015 9:21:31 AM,All Okay,44.856902,-68.676838,17
Escherichia coli,VZI2,Ecoli,7/30/2014 8:18:42 AM,All Okay,44.856902,-68.676838,14
Escherichia coli,VZI2,Ecoli,8/19/2015 8:36:40 AM,All Okay,44.856902,-68.676838,22
Escherichia coli,VZI2,Ecoli,8/13/2014 6:11:34 AM,All Okay,44.856902,-68.676838,18
Escherichia coli,VZI2,Ecoli,7/8/2015 7:24:56 AM,All Okay,44.856902,-68.676838,12
Escherichia coli,VZI2,Ecoli,7/8/2015 7:24:56 AM,All Okay,44.856902,-68.676838,5
Escherichia coli,VZI2,Ecoli,7/8/2015 7:24:56 AM,All Okay,44.856902,-68.676838,10
Escherichia coli,TPIR16,Ecoli,6/20/2012 6:46:51 AM,All Okay,45.16927,-69.360513,33
Escherichia coli,TPIR16,Ecoli,8/14/2012 8:00:54 AM,All Okay,45.16927,-69.360513,56
Escherichia coli,PS1,Ecoli,7/11/2012 8:00:43 AM,All Okay,44.958565,-68.695927,12
Escherichia coli,PS1,Ecoli,8/9/2012 9:29:31 AM,All Okay,44.958565,-68.695927,4
Escherichia coli,PS1,Ecoli,8/9/2012 9:29:31 AM,All Okay,44.958565,-68.695927,1
Escherichia coli,PS1,Ecoli,8/9/2012 9:29:31 AM,All Okay,44.958565,-68.695927,4
Escherichia coli,LE1,Ecoli,7/19/2012 7:32:55 AM,At least 1 Violation,45.37554,-68.51186,276
Escherichia coli,TPIR16,Ecoli,8/8/2012 6:29:51 AM,All Okay,45.16927,-69.360513,84
Escherichia coli,PS1,Ecoli,7/25/2012 8:15:19 AM,All Okay,44.958565,-68.695927,5
Escherichia coli,LE1,Ecoli,8/15/2012 7:30:38 AM,At least 1 Violation,45.37554,-68.51186,2420
Escherichia coli,PS1,Ecoli,9/6/2012 9:14:48 AM,At least 1 Violation,44.958565,-68.695927,1300
Escherichia coli,TPIR16,Ecoli,8/28/2012 7:44:22 AM,All Okay,45.16927,-69.360513,93
Escherichia coli,TPIR16,Ecoli,7/17/2012 6:56:57 AM,At least 1 Violation,45.16927,-69.360513,687
Escherichia coli,LE1,Ecoli,9/26/2012 8:02:34 AM,All Okay,45.37554,-68.51186,179
Escherichia coli,TPIR16,Ecoli,6/26/2012 8:05:43 AM,All Okay,45.16927,-69.360513,172
Escherichia coli,TPIR16,Ecoli,8/21/2012 6:29:54 AM,All Okay,45.16927,-69.360513,50
Escherichia coli,LE1,Ecoli,6/27/2012 7:34:31 AM,All Okay,45.37554,-68.51186,172
Escherichia coli,LE1,Ecoli,8/1/2012 8:18:23 AM,At least 1 Violation,45.37554,-68.51186,921
Escherichia coli,TCOS1,Ecoli,7/16/2012 6:34:43 AM,All Okay,45.013467,-68.640639,201
Escherichia coli,TCOS1,Ecoli,8/7/2012 8:13:01 AM,At least 1 Violation,45.013467,-68.640639,308
Escherichia coli,TCOS1,Ecoli,10/2/2012 8:06:44 AM,At least 1 Violation,45.013467,-68.640639,517
Escherichia coli,TOLS2,Ecoli,7/16/2012 6:52:33 AM,All Okay,45.126762,-68.609206,38
Escherichia coli,TPAR2,Ecoli,7/16/2012 7:27:15 AM,All Okay,45.181772,-68.577907,98
Escherichia coli,THES,Ecoli,7/16/2012 8:10:36 AM,All Okay,45.085205,-68.671365,26
Escherichia coli,TPOB,Ecoli,7/16/2012 7:47:31 AM,All Okay,45.174176,-68.634436,119
Escherichia coli,THOB,Ecoli,7/16/2012 7:53:36 AM,All Okay,45.118709,-68.649921,124
Escherichia coli,TOLS1,Ecoli,7/16/2012 7:01:33 AM,All Okay,45.127669,-68.611639,131
Escherichia coli,TPAR1,Ecoli,7/16/2012 7:15:00 AM,All Okay,45.184923,-68.616184,45
Escherichia coli,TSUS1,Ecoli,7/16/2012 6:19:52 AM,All Okay,44.985546,-68.634712,18
Escherichia coli,TBIS2,Ecoli,7/16/2012 8:23:37 AM,All Okay,45.047638,-68.717779,150
Escherichia coli,TPAR2,Ecoli,8/7/2012 9:22:26 AM,All Okay,45.181772,-68.577907,57
Escherichia coli,THES,Ecoli,8/7/2012 10:09:55 AM,All Okay,45.085205,-68.671365,8
Escherichia coli,TPOB,Ecoli,8/7/2012 9:45:54 AM,All Okay,45.174176,-68.634436,7
Escherichia coli,THOB,Ecoli,8/7/2012 9:59:18 AM,All Okay,45.118709,-68.649921,39
Escherichia coli,TOLS1,Ecoli,8/7/2012 8:54:56 AM,All Okay,45.127669,-68.611639,35
Escherichia coli,TPAR1,Ecoli,8/7/2012 9:13:54 AM,All Okay,45.184923,-68.616184,35
Escherichia coli,TSUS1,Ecoli,8/7/2012 8:23:24 AM,All Okay,44.985546,-68.634712,25
Escherichia coli,TPUS2,Ecoli,8/7/2012 10:47:12 AM,All Okay,44.985455,-68.793093,10
Escherichia coli,TSUS2,Ecoli,8/7/2012 7:55:56 AM,All Okay,45.016371,-68.530905,78
Escherichia coli,TBIS2,Ecoli,8/7/2012 10:22:57 AM,All Okay,45.047638,-68.717779,172
Escherichia coli,TCASN2,Ecoli,6/20/2012 11:37:33 AM,All Okay,45.389017,-68.495923,3
Escherichia coli,TCASS1,Ecoli,6/20/2012 11:29:13 AM,All Okay,45.388588,-68.496054,64
Escherichia coli,TMAR1,Ecoli,6/20/2012 11:05:31 AM,All Okay,45.519097,-68.35327,23
Escherichia coli,TMAR2,Ecoli,6/20/2012 10:52:35 AM,All Okay,45.517192,-68.343049,31
Escherichia coli,TSES,Ecoli,8/14/2012 10:22:56 AM,All Okay,45.270611,-68.69002,34
Escherichia coli,TMES,Ecoli,8/14/2012 11:18:53 AM,All Okay,45.393536,-68.518459,38
Escherichia coli,TCASN2,Ecoli,8/14/2012 12:20:51 PM,All Okay,45.389017,-68.495923,5
Escherichia coli,TCASS1,Ecoli,8/14/2012 12:25:01 PM,All Okay,45.388588,-68.496054,6
Escherichia coli,TMAR1,Ecoli,8/14/2012 11:55:08 AM,All Okay,45.519097,-68.35327,201
Escherichia coli,TMAR2,Ecoli,8/14/2012 11:42:33 AM,All Okay,45.517192,-68.343049,14
Escherichia coli,TPAR2,Ecoli,10/2/2012 9:14:13 AM,All Okay,45.181772,-68.577907,210
Escherichia coli,TPOB,Ecoli,10/2/2012 9:46:55 AM,At least 1 Violation,45.174176,-68.634436,365
Escherichia coli,TPAR1,Ecoli,10/2/2012 9:26:26 AM,At least 1 Violation,45.184923,-68.616184,365
Escherichia coli,TSUS1,Ecoli,10/2/2012 8:19:11 AM,All Okay,44.985546,-68.634712,214
Escherichia coli,TSUS2,Ecoli,10/2/2012 7:44:13 AM,At least 1 Violation,45.016371,-68.530905,488
Escherichia coli,TSUS2,Ecoli,6/28/2012 6:47:56 AM,All Okay,45.016371,-68.530905,210
Escherichia coli,THES,Ecoli,10/2/2012 10:12:22 AM,At least 1 Violation,45.085205,-68.671365,613
Escherichia coli,THOB,Ecoli,10/2/2012 10:01:21 AM,At least 1 Violation,45.118709,-68.649921,461
Escherichia coli,TOLS1,Ecoli,10/2/2012 8:55:16 AM,At least 1 Violation,45.127669,-68.611639,387
Escherichia coli,TPUS1,Ecoli,10/2/2012 10:51:26 AM,At least 1 Violation,44.986213,-68.776821,1203
Escherichia coli,TPUS2,Ecoli,10/2/2012 11:01:34 AM,At least 1 Violation,44.985455,-68.793093,649
Escherichia coli,TBIS2,Ecoli,10/2/2012 10:26:02 AM,At least 1 Violation,45.047638,-68.717779,980
Escherichia coli,THES,Ecoli,6/28/2012 9:10:27 AM,All Okay,45.085205,-68.671365,178
Escherichia coli,TPOB,Ecoli,6/28/2012 8:39:08 AM,All Okay,45.174176,-68.634436,110
Escherichia coli,THOB,Ecoli,6/28/2012 8:53:44 AM,At least 1 Violation,45.118709,-68.649921,249
Escherichia coli,TOLS2,Ecoli,6/28/2012 7:31:19 AM,At least 1 Violation,45.126762,-68.609206,387
Escherichia coli,TSUS2,Ecoli,7/16/2012 5:55:24 AM,All Okay,45.016371,-68.530905,84
Escherichia coli,TPUS1,Ecoli,8/7/2012 10:57:05 AM,All Okay,44.986213,-68.776821,55
Escherichia coli,TMAS,Ecoli,8/14/2012 11:01:07 AM,All Okay,45.375999,-68.612852,135
Escherichia coli,TOLS2,Ecoli,10/2/2012 8:40:08 AM,At least 1 Violation,45.126762,-68.609206,291
Escherichia coli,TPUS2,Ecoli,6/28/2012 9:55:10 AM,All Okay,44.985455,-68.793093,214
Escherichia coli,TSUS2,Ecoli,7/16/2012 5:55:24 AM,All Okay,45.016371,-68.530905,73
Escherichia coli,TSUS2,Ecoli,7/16/2012 5:55:24 AM,All Okay,45.016371,-68.530905,83
Escherichia coli,TPUS1,Ecoli,8/7/2012 10:57:05 AM,All Okay,44.986213,-68.776821,56
Escherichia coli,TPUS1,Ecoli,8/7/2012 10:57:05 AM,All Okay,44.986213,-68.776821,75
Escherichia coli,TMAS,Ecoli,8/14/2012 11:01:07 AM,All Okay,45.375999,-68.612852,140
Escherichia coli,TMAS,Ecoli,8/14/2012 11:01:07 AM,All Okay,45.375999,-68.612852,194
Escherichia coli,TOLS2,Ecoli,10/2/2012 8:40:08 AM,At least 1 Violation,45.126762,-68.609206,291
Escherichia coli,TOLS2,Ecoli,10/2/2012 8:40:08 AM,At least 1 Violation,45.126762,-68.609206,326
Escherichia coli,TPUS2,Ecoli,6/28/2012 9:55:10 AM,All Okay,44.985455,-68.793093,172
Escherichia coli,TPUS2,Ecoli,6/28/2012 9:55:10 AM,At least 1 Violation,44.985455,-68.793093,249
Escherichia coli,TSER,Ecoli,6/20/2012 8:34:52 AM,All Okay,45.249062,-68.987132,23
Escherichia coli,TPIR6,Ecoli,6/20/2012 8:10:43 AM,All Okay,45.204842,-69.079653,12
Escherichia coli,TPIR9,Ecoli,6/20/2012 7:48:00 AM,All Okay,45.185839,-69.168146,50
Escherichia coli,TPIR3,Ecoli,6/20/2012 8:48:37 AM,All Okay,45.23384,-68.958602,10
Escherichia coli,TPIR15,Ecoli,8/14/2012 8:17:19 AM,All Okay,45.175344,-69.314768,105
Escherichia coli,TPLR,Ecoli,8/14/2012 9:55:29 AM,All Okay,45.266651,-68.96947,49
Escherichia coli,TSER,Ecoli,8/14/2012 9:27:31 AM,All Okay,45.249062,-68.987132,4
Escherichia coli,TPIR6,Ecoli,8/14/2012 9:08:55 AM,All Okay,45.204842,-69.079653,50
Escherichia coli,TPIR9,Ecoli,8/14/2012 8:52:42 AM,All Okay,45.185839,-69.168146,23
Escherichia coli,TPIR3,Ecoli,8/14/2012 9:39:08 AM,All Okay,45.23384,-68.958602,36
Escherichia coli,TPIR15,Ecoli,6/20/2012 7:12:07 AM,All Okay,45.175344,-69.314768,50
Escherichia coli,TPIR15,Ecoli,6/20/2012 7:12:07 AM,All Okay,45.175344,-69.314768,54
Escherichia coli,TPIR15,Ecoli,6/20/2012 7:12:07 AM,All Okay,45.175344,-69.314768,58
Escherichia coli,TCOS1,Ecoli,9/4/2012 7:26:59 AM,At least 1 Violation,45.013467,-68.640639,308
Escherichia coli,TOLS2,Ecoli,9/4/2012 8:04:58 AM,All Okay,45.126762,-68.609206,88
Escherichia coli,THES,Ecoli,9/4/2012 9:47:50 AM,At least 1 Violation,45.085205,-68.671365,1120
Escherichia coli,THOB,Ecoli,9/4/2012 9:32:58 AM,All Okay,45.118709,-68.649921,50
Escherichia coli,TSUS1,Ecoli,9/4/2012 7:41:47 AM,All Okay,44.985546,-68.634712,23
Escherichia coli,TPUS1,Ecoli,9/4/2012 10:32:49 AM,All Okay,44.986213,-68.776821,43
Escherichia coli,TOLS1,Ecoli,9/4/2012 8:15:51 AM,All Okay,45.127669,-68.611639,166
Escherichia coli,TPUS2,Ecoli,9/4/2012 10:44:14 AM,All Okay,44.985455,-68.793093,8
Escherichia coli,TBIS2,Ecoli,9/4/2012 10:05:28 AM,All Okay,45.047638,-68.717779,56
Escherichia coli,TSUS2,Ecoli,9/4/2012 6:54:30 AM,All Okay,45.016371,-68.530905,68
Escherichia coli,TSUS2,Ecoli,9/4/2012 6:54:30 AM,All Okay,45.016371,-68.530905,54
Escherichia coli,TSUS2,Ecoli,9/4/2012 6:54:30 AM,All Okay,45.016371,-68.530905,74
Escherichia coli,TMAS,Ecoli,8/8/2012 10:31:07 AM,All Okay,45.375999,-68.612852,51
Escherichia coli,TSES,Ecoli,8/8/2012 10:01:42 AM,All Okay,45.270611,-68.69002,18
Escherichia coli,TMES,Ecoli,8/8/2012 10:49:36 AM,All Okay,45.393536,-68.518459,11
Escherichia coli,TCASS1,Ecoli,8/8/2012 12:03:59 PM,All Okay,45.388588,-68.496054,91
Escherichia coli,TMAR1,Ecoli,8/8/2012 11:33:44 AM,All Okay,45.519097,-68.35327,11
Escherichia coli,TMAR2,Ecoli,8/8/2012 11:22:10 AM,All Okay,45.517192,-68.343049,8
Escherichia coli,TCASN2,Ecoli,8/8/2012 12:13:57 PM,All Okay,45.389017,-68.495923,35
Escherichia coli,TPIR15,Ecoli,8/8/2012 6:53:33 AM,All Okay,45.175344,-69.314768,55
Escherichia coli,TPLR,Ecoli,8/8/2012 9:22:08 AM,All Okay,45.266651,-68.96947,23
Escherichia coli,TSER,Ecoli,8/8/2012 8:38:02 AM,All Okay,45.249062,-68.987132,127
Escherichia coli,TPIR6,Ecoli,8/8/2012 8:04:50 AM,All Okay,45.204842,-69.079653,21
Escherichia coli,TPIR9,Ecoli,8/8/2012 7:41:07 AM,All Okay,45.185839,-69.168146,21
Escherichia coli,TPIR3,Ecoli,8/8/2012 8:55:08 AM,All Okay,45.23384,-68.958602,17
Escherichia coli,TPIR3,Ecoli,8/8/2012 8:55:08 AM,All Okay,45.23384,-68.958602,14
Escherichia coli,TPIR3,Ecoli,8/8/2012 8:55:08 AM,All Okay,45.23384,-68.958602,24
Escherichia coli,TCOS1,Ecoli,8/13/2012 9:08:12 AM,At least 1 Violation,45.013467,-68.640639,517
Escherichia coli,TPUS1,Ecoli,7/16/2012 8:56:30 AM,All Okay,44.986213,-68.776821,27
Escherichia coli,TOLS2,Ecoli,8/13/2012 9:34:32 AM,All Okay,45.126762,-68.609206,91
Escherichia coli,TPAR2,Ecoli,8/13/2012 10:03:51 AM,All Okay,45.181772,-68.577907,70
Escherichia coli,THES,Ecoli,8/13/2012 10:44:29 AM,All Okay,45.085205,-68.671365,56
Escherichia coli,TPOB,Ecoli,8/13/2012 10:24:36 AM,All Okay,45.174176,-68.634436,29
Escherichia coli,THOB,Ecoli,8/13/2012 10:35:42 AM,All Okay,45.118709,-68.649921,51
Escherichia coli,TOLS1,Ecoli,8/13/2012 9:42:12 AM,All Okay,45.127669,-68.611639,124
Escherichia coli,TPAR1,Ecoli,8/13/2012 9:53:56 AM,All Okay,45.184923,-68.616184,34
Escherichia coli,TPUS2,Ecoli,8/13/2012 11:27:40 AM,At least 1 Violation,44.985455,-68.793093,2420
Escherichia coli,TSUS2,Ecoli,8/13/2012 8:51:10 AM,All Okay,45.016371,-68.530905,107
Escherichia coli,TBIS2,Ecoli,8/13/2012 10:56:10 AM,All Okay,45.047638,-68.717779,179
Escherichia coli,TMAS,Ecoli,6/20/2012 10:10:01 AM,All Okay,45.375999,-68.612852,93
Escherichia coli,TMES,Ecoli,6/20/2012 10:25:49 AM,All Okay,45.393536,-68.518459,23
Escherichia coli,TPUS1,Ecoli,8/13/2012 11:15:28 AM,At least 1 Violation,44.986213,-68.776821,980
Escherichia coli,TPUS1,Ecoli,8/13/2012 11:15:28 AM,At least 1 Violation,44.986213,-68.776821,1203
Escherichia coli,TPUS1,Ecoli,8/13/2012 11:15:28 AM,At least 1 Violation,44.986213,-68.776821,1203
Escherichia coli,TPOB,Ecoli,9/4/2012 9:16:58 AM,All Okay,45.174176,-68.634436,13
Escherichia coli,TPUS2,Ecoli,7/16/2012 8:44:59 AM,All Okay,44.985455,-68.793093,31
Escherichia coli,TSUS1,Ecoli,8/13/2012 9:17:39 AM,All Okay,44.985546,-68.634712,20
Escherichia coli,TSES,Ecoli,6/20/2012 9:38:45 AM,All Okay,45.270611,-68.69002,48
Escherichia coli,TMAS,Ecoli,8/28/2012 10:25:24 AM,All Okay,45.375999,-68.612852,166
Escherichia coli,TSES,Ecoli,8/28/2012 9:50:16 AM,All Okay,45.270611,-68.69002,37
Escherichia coli,TMES,Ecoli,8/28/2012 10:41:39 AM,All Okay,45.393536,-68.518459,50
